1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 0D0000002F6E9121
Is Mission Active?  true
Mission Start:  Sun Apr 28 11:08:00 CST 2013
Sample Rate:  Every 10 minute(s)
Number of Mission Samples:  1760
Total Samples:  1760
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has NOT occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
28/04/13 11:08:00 AM,C,27.5
28/04/13 11:18:00 AM,C,28
28/04/13 11:28:00 AM,C,28
28/04/13 11:38:00 AM,C,28.5
28/04/13 11:48:00 AM,C,29
28/04/13 11:58:00 AM,C,29.5
28/04/13 12:08:00 PM,C,29.5
28/04/13 12:18:00 PM,C,30
28/04/13 12:28:00 PM,C,30.5
28/04/13 12:38:00 PM,C,30.5
28/04/13 12:48:00 PM,C,31
28/04/13 12:58:00 PM,C,31
28/04/13 1:08:00 PM,C,31.5
28/04/13 1:18:00 PM,C,31.5
28/04/13 1:28:00 PM,C,32
28/04/13 1:38:00 PM,C,32
28/04/13 1:48:00 PM,C,32.5
28/04/13 1:58:00 PM,C,32.5
28/04/13 2:08:00 PM,C,32.5
28/04/13 2:18:00 PM,C,32.5
28/04/13 2:28:00 PM,C,32
28/04/13 2:38:00 PM,C,32
28/04/13 2:48:00 PM,C,31.5
28/04/13 2:58:00 PM,C,31.5
28/04/13 3:08:00 PM,C,31.5
28/04/13 3:18:00 PM,C,31
28/04/13 3:28:00 PM,C,30.5
28/04/13 3:38:00 PM,C,30.5
28/04/13 3:48:00 PM,C,30
28/04/13 3:58:00 PM,C,30
28/04/13 4:08:00 PM,C,29.5
28/04/13 4:18:00 PM,C,29.5
28/04/13 4:28:00 PM,C,29
28/04/13 4:38:00 PM,C,28.5
28/04/13 4:48:00 PM,C,28.5
28/04/13 4:58:00 PM,C,28
28/04/13 5:08:00 PM,C,28
28/04/13 5:18:00 PM,C,27.5
28/04/13 5:28:00 PM,C,27.5
28/04/13 5:38:00 PM,C,27
28/04/13 5:48:00 PM,C,27
28/04/13 5:58:00 PM,C,26.5
28/04/13 6:08:00 PM,C,26.5
28/04/13 6:18:00 PM,C,26.5
28/04/13 6:28:00 PM,C,26
28/04/13 6:38:00 PM,C,26
28/04/13 6:48:00 PM,C,26
28/04/13 6:58:00 PM,C,26
28/04/13 7:08:00 PM,C,25.5
28/04/13 7:18:00 PM,C,25.5
28/04/13 7:28:00 PM,C,25.5
28/04/13 7:38:00 PM,C,25.5
28/04/13 7:48:00 PM,C,25.5
28/04/13 7:58:00 PM,C,25
28/04/13 8:08:00 PM,C,25
28/04/13 8:18:00 PM,C,25
28/04/13 8:28:00 PM,C,25
28/04/13 8:38:00 PM,C,24.5
28/04/13 8:48:00 PM,C,24.5
28/04/13 8:58:00 PM,C,24.5
28/04/13 9:08:00 PM,C,24.5
28/04/13 9:18:00 PM,C,24
28/04/13 9:28:00 PM,C,24
28/04/13 9:38:00 PM,C,24
28/04/13 9:48:00 PM,C,24
28/04/13 9:58:00 PM,C,24
28/04/13 10:08:00 PM,C,24
28/04/13 10:18:00 PM,C,23.5
28/04/13 10:28:00 PM,C,23.5
28/04/13 10:38:00 PM,C,23.5
28/04/13 10:48:00 PM,C,23.5
28/04/13 10:58:00 PM,C,23
28/04/13 11:08:00 PM,C,23
28/04/13 11:18:00 PM,C,23
28/04/13 11:28:00 PM,C,23
28/04/13 11:38:00 PM,C,23
28/04/13 11:48:00 PM,C,23
28/04/13 11:58:00 PM,C,23
29/04/13 12:08:00 AM,C,22.5
29/04/13 12:18:00 AM,C,22.5
29/04/13 12:28:00 AM,C,22.5
29/04/13 12:38:00 AM,C,22.5
29/04/13 12:48:00 AM,C,22.5
29/04/13 12:58:00 AM,C,22
29/04/13 1:08:00 AM,C,22
29/04/13 1:18:00 AM,C,22
29/04/13 1:28:00 AM,C,22
29/04/13 1:38:00 AM,C,22
29/04/13 1:48:00 AM,C,21.5
29/04/13 1:58:00 AM,C,21.5
29/04/13 2:08:00 AM,C,21.5
29/04/13 2:18:00 AM,C,21.5
29/04/13 2:28:00 AM,C,21
29/04/13 2:38:00 AM,C,21
29/04/13 2:48:00 AM,C,21
29/04/13 2:58:00 AM,C,21
29/04/13 3:08:00 AM,C,21
29/04/13 3:18:00 AM,C,20.5
29/04/13 3:28:00 AM,C,20.5
29/04/13 3:38:00 AM,C,20.5
29/04/13 3:48:00 AM,C,20.5
29/04/13 3:58:00 AM,C,20.5
29/04/13 4:08:00 AM,C,20.5
29/04/13 4:18:00 AM,C,20.5
29/04/13 4:28:00 AM,C,20
29/04/13 4:38:00 AM,C,20
29/04/13 4:48:00 AM,C,20
29/04/13 4:58:00 AM,C,20
29/04/13 5:08:00 AM,C,20
29/04/13 5:18:00 AM,C,20
29/04/13 5:28:00 AM,C,20
29/04/13 5:38:00 AM,C,20
29/04/13 5:48:00 AM,C,20
29/04/13 5:58:00 AM,C,20
29/04/13 6:08:00 AM,C,20
29/04/13 6:18:00 AM,C,20
29/04/13 6:28:00 AM,C,19.5
29/04/13 6:38:00 AM,C,19.5
29/04/13 6:48:00 AM,C,19.5
29/04/13 6:58:00 AM,C,19.5
29/04/13 7:08:00 AM,C,20
29/04/13 7:18:00 AM,C,20
29/04/13 7:28:00 AM,C,20
29/04/13 7:38:00 AM,C,20
29/04/13 7:48:00 AM,C,20
29/04/13 7:58:00 AM,C,20
29/04/13 8:08:00 AM,C,20.5
29/04/13 8:18:00 AM,C,20.5
29/04/13 8:28:00 AM,C,21
29/04/13 8:38:00 AM,C,21
29/04/13 8:48:00 AM,C,21.5
29/04/13 8:58:00 AM,C,22
29/04/13 9:08:00 AM,C,22
29/04/13 9:18:00 AM,C,22.5
29/04/13 9:28:00 AM,C,23
29/04/13 9:38:00 AM,C,23.5
29/04/13 9:48:00 AM,C,24
29/04/13 9:58:00 AM,C,24
29/04/13 10:08:00 AM,C,24.5
29/04/13 10:18:00 AM,C,25
29/04/13 10:28:00 AM,C,25
29/04/13 10:38:00 AM,C,25.5
29/04/13 10:48:00 AM,C,25.5
29/04/13 10:58:00 AM,C,26
29/04/13 11:08:00 AM,C,26.5
29/04/13 11:18:00 AM,C,26.5
29/04/13 11:28:00 AM,C,27
29/04/13 11:38:00 AM,C,27.5
29/04/13 11:48:00 AM,C,27.5
29/04/13 11:58:00 AM,C,28
29/04/13 12:08:00 PM,C,28.5
29/04/13 12:18:00 PM,C,28.5
29/04/13 12:28:00 PM,C,29
29/04/13 12:38:00 PM,C,29
29/04/13 12:48:00 PM,C,29.5
29/04/13 12:58:00 PM,C,29.5
29/04/13 1:08:00 PM,C,30
29/04/13 1:18:00 PM,C,30
29/04/13 1:28:00 PM,C,30.5
29/04/13 1:38:00 PM,C,30.5
29/04/13 1:48:00 PM,C,30.5
29/04/13 1:58:00 PM,C,31
29/04/13 2:08:00 PM,C,31
29/04/13 2:18:00 PM,C,30.5
29/04/13 2:28:00 PM,C,30.5
29/04/13 2:38:00 PM,C,30.5
29/04/13 2:48:00 PM,C,30
29/04/13 2:58:00 PM,C,30
29/04/13 3:08:00 PM,C,29.5
29/04/13 3:18:00 PM,C,29.5
29/04/13 3:28:00 PM,C,29
29/04/13 3:38:00 PM,C,29
29/04/13 3:48:00 PM,C,28.5
29/04/13 3:58:00 PM,C,28.5
29/04/13 4:08:00 PM,C,28
29/04/13 4:18:00 PM,C,28
29/04/13 4:28:00 PM,C,27.5
29/04/13 4:38:00 PM,C,27.5
29/04/13 4:48:00 PM,C,27.5
29/04/13 4:58:00 PM,C,27
29/04/13 5:08:00 PM,C,27
29/04/13 5:18:00 PM,C,27
29/04/13 5:28:00 PM,C,26.5
29/04/13 5:38:00 PM,C,26.5
29/04/13 5:48:00 PM,C,26
29/04/13 5:58:00 PM,C,26
29/04/13 6:08:00 PM,C,26
29/04/13 6:18:00 PM,C,26
29/04/13 6:28:00 PM,C,25.5
29/04/13 6:38:00 PM,C,25.5
29/04/13 6:48:00 PM,C,25.5
29/04/13 6:58:00 PM,C,25.5
29/04/13 7:08:00 PM,C,25
29/04/13 7:18:00 PM,C,25
29/04/13 7:28:00 PM,C,25
29/04/13 7:38:00 PM,C,25
29/04/13 7:48:00 PM,C,24.5
29/04/13 7:58:00 PM,C,24.5
29/04/13 8:08:00 PM,C,24.5
29/04/13 8:18:00 PM,C,24.5
29/04/13 8:28:00 PM,C,24.5
29/04/13 8:38:00 PM,C,24
29/04/13 8:48:00 PM,C,24
29/04/13 8:58:00 PM,C,24
29/04/13 9:08:00 PM,C,24
29/04/13 9:18:00 PM,C,24
29/04/13 9:28:00 PM,C,23.5
29/04/13 9:38:00 PM,C,23.5
29/04/13 9:48:00 PM,C,23.5
29/04/13 9:58:00 PM,C,23.5
29/04/13 10:08:00 PM,C,23.5
29/04/13 10:18:00 PM,C,23
29/04/13 10:28:00 PM,C,23
29/04/13 10:38:00 PM,C,23
29/04/13 10:48:00 PM,C,23
29/04/13 10:58:00 PM,C,23
29/04/13 11:08:00 PM,C,23
29/04/13 11:18:00 PM,C,23
29/04/13 11:28:00 PM,C,22.5
29/04/13 11:38:00 PM,C,22.5
29/04/13 11:48:00 PM,C,22.5
29/04/13 11:58:00 PM,C,22.5
30/04/13 12:08:00 AM,C,22.5
30/04/13 12:18:00 AM,C,22.5
30/04/13 12:28:00 AM,C,22.5
30/04/13 12:38:00 AM,C,22.5
30/04/13 12:48:00 AM,C,22.5
30/04/13 12:58:00 AM,C,22.5
30/04/13 1:08:00 AM,C,22.5
30/04/13 1:18:00 AM,C,22.5
30/04/13 1:28:00 AM,C,22.5
30/04/13 1:38:00 AM,C,22.5
30/04/13 1:48:00 AM,C,22.5
30/04/13 1:58:00 AM,C,22.5
30/04/13 2:08:00 AM,C,22.5
30/04/13 2:18:00 AM,C,22.5
30/04/13 2:28:00 AM,C,22
30/04/13 2:38:00 AM,C,22
30/04/13 2:48:00 AM,C,22
30/04/13 2:58:00 AM,C,22
30/04/13 3:08:00 AM,C,22
30/04/13 3:18:00 AM,C,22
30/04/13 3:28:00 AM,C,22
30/04/13 3:38:00 AM,C,22
30/04/13 3:48:00 AM,C,22
30/04/13 3:58:00 AM,C,22
30/04/13 4:08:00 AM,C,22
30/04/13 4:18:00 AM,C,22
30/04/13 4:28:00 AM,C,22
30/04/13 4:38:00 AM,C,22
30/04/13 4:48:00 AM,C,22
30/04/13 4:58:00 AM,C,22
30/04/13 5:08:00 AM,C,21.5
30/04/13 5:18:00 AM,C,21.5
30/04/13 5:28:00 AM,C,21.5
30/04/13 5:38:00 AM,C,21.5
30/04/13 5:48:00 AM,C,21.5
30/04/13 5:58:00 AM,C,21.5
30/04/13 6:08:00 AM,C,21.5
30/04/13 6:18:00 AM,C,21.5
30/04/13 6:28:00 AM,C,21.5
30/04/13 6:38:00 AM,C,21.5
30/04/13 6:48:00 AM,C,21.5
30/04/13 6:58:00 AM,C,21.5
30/04/13 7:08:00 AM,C,21.5
30/04/13 7:18:00 AM,C,21.5
30/04/13 7:28:00 AM,C,21.5
30/04/13 7:38:00 AM,C,21.5
30/04/13 7:48:00 AM,C,22
30/04/13 7:58:00 AM,C,22
30/04/13 8:08:00 AM,C,22.5
30/04/13 8:18:00 AM,C,22.5
30/04/13 8:28:00 AM,C,23
30/04/13 8:38:00 AM,C,23.5
30/04/13 8:48:00 AM,C,23.5
30/04/13 8:58:00 AM,C,24
30/04/13 9:08:00 AM,C,24
30/04/13 9:18:00 AM,C,24.5
30/04/13 9:28:00 AM,C,25
30/04/13 9:38:00 AM,C,25
30/04/13 9:48:00 AM,C,25.5
30/04/13 9:58:00 AM,C,26
30/04/13 10:08:00 AM,C,26.5
30/04/13 10:18:00 AM,C,26.5
30/04/13 10:28:00 AM,C,27
30/04/13 10:38:00 AM,C,27.5
30/04/13 10:48:00 AM,C,28
30/04/13 10:58:00 AM,C,28
30/04/13 11:08:00 AM,C,28.5
30/04/13 11:18:00 AM,C,29
30/04/13 11:28:00 AM,C,29.5
30/04/13 11:38:00 AM,C,30
30/04/13 11:48:00 AM,C,30
30/04/13 11:58:00 AM,C,30.5
30/04/13 12:08:00 PM,C,31
30/04/13 12:18:00 PM,C,31.5
30/04/13 12:28:00 PM,C,32
30/04/13 12:38:00 PM,C,32
30/04/13 12:48:00 PM,C,32.5
30/04/13 12:58:00 PM,C,33
30/04/13 1:08:00 PM,C,33
30/04/13 1:18:00 PM,C,33.5
30/04/13 1:28:00 PM,C,33.5
30/04/13 1:38:00 PM,C,33.5
30/04/13 1:48:00 PM,C,34
30/04/13 1:58:00 PM,C,34
30/04/13 2:08:00 PM,C,34
30/04/13 2:18:00 PM,C,34
30/04/13 2:28:00 PM,C,33.5
30/04/13 2:38:00 PM,C,33.5
30/04/13 2:48:00 PM,C,33
30/04/13 2:58:00 PM,C,33
30/04/13 3:08:00 PM,C,33
30/04/13 3:18:00 PM,C,32.5
30/04/13 3:28:00 PM,C,32
30/04/13 3:38:00 PM,C,32
30/04/13 3:48:00 PM,C,31.5
30/04/13 3:58:00 PM,C,31.5
30/04/13 4:08:00 PM,C,31
30/04/13 4:18:00 PM,C,31
30/04/13 4:28:00 PM,C,30.5
30/04/13 4:38:00 PM,C,30.5
30/04/13 4:48:00 PM,C,30
30/04/13 4:58:00 PM,C,30
30/04/13 5:08:00 PM,C,30
30/04/13 5:18:00 PM,C,29.5
30/04/13 5:28:00 PM,C,29.5
30/04/13 5:38:00 PM,C,29
30/04/13 5:48:00 PM,C,29
30/04/13 5:58:00 PM,C,29
30/04/13 6:08:00 PM,C,28.5
30/04/13 6:18:00 PM,C,28.5
30/04/13 6:28:00 PM,C,28
30/04/13 6:38:00 PM,C,28
30/04/13 6:48:00 PM,C,28
30/04/13 6:58:00 PM,C,27.5
30/04/13 7:08:00 PM,C,27.5
30/04/13 7:18:00 PM,C,27.5
30/04/13 7:28:00 PM,C,27
30/04/13 7:38:00 PM,C,27
30/04/13 7:48:00 PM,C,27
30/04/13 7:58:00 PM,C,27
30/04/13 8:08:00 PM,C,26.5
30/04/13 8:18:00 PM,C,26.5
30/04/13 8:28:00 PM,C,26.5
30/04/13 8:38:00 PM,C,26
30/04/13 8:48:00 PM,C,26
30/04/13 8:58:00 PM,C,26
30/04/13 9:08:00 PM,C,26
30/04/13 9:18:00 PM,C,25.5
30/04/13 9:28:00 PM,C,25.5
30/04/13 9:38:00 PM,C,25.5
30/04/13 9:48:00 PM,C,25.5
30/04/13 9:58:00 PM,C,25
30/04/13 10:08:00 PM,C,25
30/04/13 10:18:00 PM,C,25
30/04/13 10:28:00 PM,C,25
30/04/13 10:38:00 PM,C,25
30/04/13 10:48:00 PM,C,24.5
30/04/13 10:58:00 PM,C,24.5
30/04/13 11:08:00 PM,C,24.5
30/04/13 11:18:00 PM,C,24.5
30/04/13 11:28:00 PM,C,24
30/04/13 11:38:00 PM,C,24
30/04/13 11:48:00 PM,C,24
30/04/13 11:58:00 PM,C,24
01/05/13 12:08:00 AM,C,23.5
01/05/13 12:18:00 AM,C,23.5
01/05/13 12:28:00 AM,C,23.5
01/05/13 12:38:00 AM,C,23.5
01/05/13 12:48:00 AM,C,23.5
01/05/13 12:58:00 AM,C,23
01/05/13 1:08:00 AM,C,23
01/05/13 1:18:00 AM,C,23
01/05/13 1:28:00 AM,C,23
01/05/13 1:38:00 AM,C,23
01/05/13 1:48:00 AM,C,22.5
01/05/13 1:58:00 AM,C,22.5
01/05/13 2:08:00 AM,C,22.5
01/05/13 2:18:00 AM,C,22.5
01/05/13 2:28:00 AM,C,22.5
01/05/13 2:38:00 AM,C,22.5
01/05/13 2:48:00 AM,C,22
01/05/13 2:58:00 AM,C,22
01/05/13 3:08:00 AM,C,22
01/05/13 3:18:00 AM,C,22
01/05/13 3:28:00 AM,C,22
01/05/13 3:38:00 AM,C,22
01/05/13 3:48:00 AM,C,22
01/05/13 3:58:00 AM,C,21.5
01/05/13 4:08:00 AM,C,21.5
01/05/13 4:18:00 AM,C,21.5
01/05/13 4:28:00 AM,C,21.5
01/05/13 4:38:00 AM,C,21.5
01/05/13 4:48:00 AM,C,21.5
01/05/13 4:58:00 AM,C,21.5
01/05/13 5:08:00 AM,C,21.5
01/05/13 5:18:00 AM,C,21
01/05/13 5:28:00 AM,C,21
01/05/13 5:38:00 AM,C,21
01/05/13 5:48:00 AM,C,21
01/05/13 5:58:00 AM,C,21
01/05/13 6:08:00 AM,C,21
01/05/13 6:18:00 AM,C,21
01/05/13 6:28:00 AM,C,20.5
01/05/13 6:38:00 AM,C,20.5
01/05/13 6:48:00 AM,C,20.5
01/05/13 6:58:00 AM,C,20.5
01/05/13 7:08:00 AM,C,21
01/05/13 7:18:00 AM,C,21
01/05/13 7:28:00 AM,C,21
01/05/13 7:38:00 AM,C,21
01/05/13 7:48:00 AM,C,21.5
01/05/13 7:58:00 AM,C,21.5
01/05/13 8:08:00 AM,C,22
01/05/13 8:18:00 AM,C,22.5
01/05/13 8:28:00 AM,C,22.5
01/05/13 8:38:00 AM,C,23
01/05/13 8:48:00 AM,C,23.5
01/05/13 8:58:00 AM,C,23.5
01/05/13 9:08:00 AM,C,24
01/05/13 9:18:00 AM,C,24.5
01/05/13 9:28:00 AM,C,24.5
01/05/13 9:38:00 AM,C,25
01/05/13 9:48:00 AM,C,25.5
01/05/13 9:58:00 AM,C,26
01/05/13 10:08:00 AM,C,26.5
01/05/13 10:18:00 AM,C,27
01/05/13 10:28:00 AM,C,27
01/05/13 10:38:00 AM,C,27.5
01/05/13 10:48:00 AM,C,28
01/05/13 10:58:00 AM,C,28.5
01/05/13 11:08:00 AM,C,29
01/05/13 11:18:00 AM,C,29.5
01/05/13 11:28:00 AM,C,29.5
01/05/13 11:38:00 AM,C,30
01/05/13 11:48:00 AM,C,30.5
01/05/13 11:58:00 AM,C,31
01/05/13 12:08:00 PM,C,31
01/05/13 12:18:00 PM,C,31.5
01/05/13 12:28:00 PM,C,32
01/05/13 12:38:00 PM,C,32
01/05/13 12:48:00 PM,C,32.5
01/05/13 12:58:00 PM,C,32.5
01/05/13 1:08:00 PM,C,33
01/05/13 1:18:00 PM,C,33
01/05/13 1:28:00 PM,C,33.5
01/05/13 1:38:00 PM,C,33.5
01/05/13 1:48:00 PM,C,34
01/05/13 1:58:00 PM,C,34
01/05/13 2:08:00 PM,C,34
01/05/13 2:18:00 PM,C,34
01/05/13 2:28:00 PM,C,33.5
01/05/13 2:38:00 PM,C,33.5
01/05/13 2:48:00 PM,C,33
01/05/13 2:58:00 PM,C,33
01/05/13 3:08:00 PM,C,32.5
01/05/13 3:18:00 PM,C,32.5
01/05/13 3:28:00 PM,C,32
01/05/13 3:38:00 PM,C,31.5
01/05/13 3:48:00 PM,C,31.5
01/05/13 3:58:00 PM,C,31
01/05/13 4:08:00 PM,C,31
01/05/13 4:18:00 PM,C,30.5
01/05/13 4:28:00 PM,C,30.5
01/05/13 4:38:00 PM,C,30
01/05/13 4:48:00 PM,C,30
01/05/13 4:58:00 PM,C,29.5
01/05/13 5:08:00 PM,C,29.5
01/05/13 5:18:00 PM,C,29
01/05/13 5:28:00 PM,C,29
01/05/13 5:38:00 PM,C,28.5
01/05/13 5:48:00 PM,C,28.5
01/05/13 5:58:00 PM,C,28.5
01/05/13 6:08:00 PM,C,28
01/05/13 6:18:00 PM,C,28
01/05/13 6:28:00 PM,C,27.5
01/05/13 6:38:00 PM,C,27.5
01/05/13 6:48:00 PM,C,27.5
01/05/13 6:58:00 PM,C,27.5
01/05/13 7:08:00 PM,C,27
01/05/13 7:18:00 PM,C,27
01/05/13 7:28:00 PM,C,27
01/05/13 7:38:00 PM,C,26.5
01/05/13 7:48:00 PM,C,26.5
01/05/13 7:58:00 PM,C,26.5
01/05/13 8:08:00 PM,C,26.5
01/05/13 8:18:00 PM,C,26
01/05/13 8:28:00 PM,C,26
01/05/13 8:38:00 PM,C,26
01/05/13 8:48:00 PM,C,26
01/05/13 8:58:00 PM,C,26
01/05/13 9:08:00 PM,C,26
01/05/13 9:18:00 PM,C,25.5
01/05/13 9:28:00 PM,C,25.5
01/05/13 9:38:00 PM,C,25.5
01/05/13 9:48:00 PM,C,25.5
01/05/13 9:58:00 PM,C,25.5
01/05/13 10:08:00 PM,C,25.5
01/05/13 10:18:00 PM,C,25.5
01/05/13 10:28:00 PM,C,25
01/05/13 10:38:00 PM,C,25
01/05/13 10:48:00 PM,C,25
01/05/13 10:58:00 PM,C,25
01/05/13 11:08:00 PM,C,25
01/05/13 11:18:00 PM,C,25
01/05/13 11:28:00 PM,C,25
01/05/13 11:38:00 PM,C,24.5
01/05/13 11:48:00 PM,C,24.5
01/05/13 11:58:00 PM,C,24.5
02/05/13 12:08:00 AM,C,24.5
02/05/13 12:18:00 AM,C,24.5
02/05/13 12:28:00 AM,C,24.5
02/05/13 12:38:00 AM,C,24.5
02/05/13 12:48:00 AM,C,24.5
02/05/13 12:58:00 AM,C,24.5
02/05/13 1:08:00 AM,C,24.5
02/05/13 1:18:00 AM,C,24.5
02/05/13 1:28:00 AM,C,24
02/05/13 1:38:00 AM,C,24
02/05/13 1:48:00 AM,C,24
02/05/13 1:58:00 AM,C,24
02/05/13 2:08:00 AM,C,24
02/05/13 2:18:00 AM,C,24
02/05/13 2:28:00 AM,C,23.5
02/05/13 2:38:00 AM,C,23.5
02/05/13 2:48:00 AM,C,23.5
02/05/13 2:58:00 AM,C,23.5
02/05/13 3:08:00 AM,C,23.5
02/05/13 3:18:00 AM,C,23
02/05/13 3:28:00 AM,C,23
02/05/13 3:38:00 AM,C,23
02/05/13 3:48:00 AM,C,23
02/05/13 3:58:00 AM,C,23
02/05/13 4:08:00 AM,C,22.5
02/05/13 4:18:00 AM,C,22.5
02/05/13 4:28:00 AM,C,22.5
02/05/13 4:38:00 AM,C,22.5
02/05/13 4:48:00 AM,C,22.5
02/05/13 4:58:00 AM,C,22
02/05/13 5:08:00 AM,C,22
02/05/13 5:18:00 AM,C,22
02/05/13 5:28:00 AM,C,22
02/05/13 5:38:00 AM,C,22
02/05/13 5:48:00 AM,C,22
02/05/13 5:58:00 AM,C,21.5
02/05/13 6:08:00 AM,C,21.5
02/05/13 6:18:00 AM,C,21.5
02/05/13 6:28:00 AM,C,21.5
02/05/13 6:38:00 AM,C,21.5
02/05/13 6:48:00 AM,C,21.5
02/05/13 6:58:00 AM,C,21.5
02/05/13 7:08:00 AM,C,22
02/05/13 7:18:00 AM,C,22
02/05/13 7:28:00 AM,C,22
02/05/13 7:38:00 AM,C,22.5
02/05/13 7:48:00 AM,C,22.5
02/05/13 7:58:00 AM,C,23
02/05/13 8:08:00 AM,C,23
02/05/13 8:18:00 AM,C,23.5
02/05/13 8:28:00 AM,C,23.5
02/05/13 8:38:00 AM,C,24
02/05/13 8:48:00 AM,C,24.5
02/05/13 8:58:00 AM,C,24.5
02/05/13 9:08:00 AM,C,25
02/05/13 9:18:00 AM,C,25.5
02/05/13 9:28:00 AM,C,25.5
02/05/13 9:38:00 AM,C,26
02/05/13 9:48:00 AM,C,26.5
02/05/13 9:58:00 AM,C,27
02/05/13 10:08:00 AM,C,27.5
02/05/13 10:18:00 AM,C,27.5
02/05/13 10:28:00 AM,C,28
02/05/13 10:38:00 AM,C,28.5
02/05/13 10:48:00 AM,C,29
02/05/13 10:58:00 AM,C,29.5
02/05/13 11:08:00 AM,C,29.5
02/05/13 11:18:00 AM,C,30
02/05/13 11:28:00 AM,C,30
02/05/13 11:38:00 AM,C,30.5
02/05/13 11:48:00 AM,C,30.5
02/05/13 11:58:00 AM,C,31
02/05/13 12:08:00 PM,C,31
02/05/13 12:18:00 PM,C,31.5
02/05/13 12:28:00 PM,C,32
02/05/13 12:38:00 PM,C,32
02/05/13 12:48:00 PM,C,32.5
02/05/13 12:58:00 PM,C,32.5
02/05/13 1:08:00 PM,C,33
02/05/13 1:18:00 PM,C,33
02/05/13 1:28:00 PM,C,33
02/05/13 1:38:00 PM,C,33
02/05/13 1:48:00 PM,C,33.5
02/05/13 1:58:00 PM,C,33.5
02/05/13 2:08:00 PM,C,33.5
02/05/13 2:18:00 PM,C,33
02/05/13 2:28:00 PM,C,33
02/05/13 2:38:00 PM,C,33
02/05/13 2:48:00 PM,C,32.5
02/05/13 2:58:00 PM,C,32.5
02/05/13 3:08:00 PM,C,32
02/05/13 3:18:00 PM,C,32
02/05/13 3:28:00 PM,C,31.5
02/05/13 3:38:00 PM,C,31.5
02/05/13 3:48:00 PM,C,31
02/05/13 3:58:00 PM,C,31
02/05/13 4:08:00 PM,C,30.5
02/05/13 4:18:00 PM,C,30.5
02/05/13 4:28:00 PM,C,30
02/05/13 4:38:00 PM,C,30
02/05/13 4:48:00 PM,C,29.5
02/05/13 4:58:00 PM,C,29.5
02/05/13 5:08:00 PM,C,29
02/05/13 5:18:00 PM,C,29
02/05/13 5:28:00 PM,C,28.5
02/05/13 5:38:00 PM,C,28.5
02/05/13 5:48:00 PM,C,28.5
02/05/13 5:58:00 PM,C,28
02/05/13 6:08:00 PM,C,28
02/05/13 6:18:00 PM,C,27.5
02/05/13 6:28:00 PM,C,27.5
02/05/13 6:38:00 PM,C,27.5
02/05/13 6:48:00 PM,C,27.5
02/05/13 6:58:00 PM,C,27
02/05/13 7:08:00 PM,C,27
02/05/13 7:18:00 PM,C,27
02/05/13 7:28:00 PM,C,27
02/05/13 7:38:00 PM,C,27
02/05/13 7:48:00 PM,C,26.5
02/05/13 7:58:00 PM,C,26.5
02/05/13 8:08:00 PM,C,26.5
02/05/13 8:18:00 PM,C,26.5
02/05/13 8:28:00 PM,C,26.5
02/05/13 8:38:00 PM,C,26.5
02/05/13 8:48:00 PM,C,26
02/05/13 8:58:00 PM,C,26
02/05/13 9:08:00 PM,C,26
02/05/13 9:18:00 PM,C,25.5
02/05/13 9:28:00 PM,C,25.5
02/05/13 9:38:00 PM,C,25.5
02/05/13 9:48:00 PM,C,25.5
02/05/13 9:58:00 PM,C,25
02/05/13 10:08:00 PM,C,25
02/05/13 10:18:00 PM,C,25
02/05/13 10:28:00 PM,C,25
02/05/13 10:38:00 PM,C,24.5
02/05/13 10:48:00 PM,C,24.5
02/05/13 10:58:00 PM,C,24.5
02/05/13 11:08:00 PM,C,24.5
02/05/13 11:18:00 PM,C,24
02/05/13 11:28:00 PM,C,24
02/05/13 11:38:00 PM,C,24
02/05/13 11:48:00 PM,C,24
02/05/13 11:58:00 PM,C,24
03/05/13 12:08:00 AM,C,23.5
03/05/13 12:18:00 AM,C,23.5
03/05/13 12:28:00 AM,C,23.5
03/05/13 12:38:00 AM,C,23.5
03/05/13 12:48:00 AM,C,23.5
03/05/13 12:58:00 AM,C,23.5
03/05/13 1:08:00 AM,C,23.5
03/05/13 1:18:00 AM,C,23.5
03/05/13 1:28:00 AM,C,23.5
03/05/13 1:38:00 AM,C,23.5
03/05/13 1:48:00 AM,C,23.5
03/05/13 1:58:00 AM,C,23
03/05/13 2:08:00 AM,C,23
03/05/13 2:18:00 AM,C,23
03/05/13 2:28:00 AM,C,23
03/05/13 2:38:00 AM,C,23
03/05/13 2:48:00 AM,C,23
03/05/13 2:58:00 AM,C,22.5
03/05/13 3:08:00 AM,C,22.5
03/05/13 3:18:00 AM,C,22.5
03/05/13 3:28:00 AM,C,22.5
03/05/13 3:38:00 AM,C,22
03/05/13 3:48:00 AM,C,22
03/05/13 3:58:00 AM,C,22
03/05/13 4:08:00 AM,C,22
03/05/13 4:18:00 AM,C,22
03/05/13 4:28:00 AM,C,21.5
03/05/13 4:38:00 AM,C,21.5
03/05/13 4:48:00 AM,C,21.5
03/05/13 4:58:00 AM,C,21.5
03/05/13 5:08:00 AM,C,21.5
03/05/13 5:18:00 AM,C,21.5
